#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,DateCollected
197.0,Yemen,11945,,2159.0,,9124,,662,23,383.0,69.0,329592.0,10579.0,31154867.0,Asia,08-03-2023
198.0,Caribbean Netherlands,11679,3.0,38.0,,10476,,1165,,438286.0,1426.0,30126.0,1130559.0,26647.0,North America,08-03-2023
199.0,Sint Maarten,11020,,91.0,,10905,,24,-,250648.0,2070.0,62056.0,1411454.0,43966.0,North America,08-03-2023
200.0,Eritrea,10189,,103.0,,10086,,0,,2782.0,28.0,23693.0,6470.0,3662244.0,Africa,08-03-2023
201.0,Niger,9931,,312.0,,8890,,729,1,381.0,12.0,254538.0,9759.0,26083660.0,Africa,08-03-2023
202.0,St. Vincent Grenadines,9589,,123.0,,9466,,0,,85961.0,1103.0,113703.0,1019292.0,111551.0,North America,08-03-2023
203.0,Antigua and Barbuda,9106,,146.0,,8954,,6,1,91509.0,1467.0,18901.0,189943.0,99509.0,North America,08-03-2023
204.0,Comoros,9008,7.0,161.0,,8838,,9,,9927.0,177.0,,,907419.0,Africa,08-03-2023
205.0,Guinea-Bissau,8960,,176.0,,8660,,124,6,4342.0,85.0,145231.0,70385.0,2063367.0,Africa,08-03-2023
206.0,Liberia,8090,,295.0,,7783,,12,2,1525.0,56.0,139824.0,26356.0,5305117.0,Africa,08-03-2023
207.0,Sierra Leone,7760,,126.0,,-,-,-,,934.0,15.0,259958.0,31296.0,8306436.0,Africa,08-03-2023
208.0,Chad,7679,,194.0,,4874,,2611,,441.0,11.0,191341.0,10988.0,17413580.0,Africa,08-03-2023
209.0,British Virgin Islands,7305,,64.0,,-,-,-,,238757.0,2092.0,107339.0,3508269.0,30596.0,North America,08-03-2023
210.0,Cook Islands,7031,,2.0,,7027,,2,,400148.0,114.0,19690.0,1120596.0,17571.0,Australia/Oceania,08-03-2023
211.0,Saint Kitts and Nevis,6597,,47.0,,6548,,2,,122459.0,872.0,126932.0,2356221.0,53871.0,North America,08-03-2023
212.0,Turks and Caicos,6557,,38.0,,6499,,20,4,164993.0,956.0,612335.0,15408143.0,39741.0,North America,08-03-2023
213.0,Sao Tome and Principe,6281,,77.0,,6204,,0,,27587.0,338.0,29036.0,127530.0,227679.0,Africa,08-03-2023
214.0,Palau,5991,,9.0,,5976,,6,,328580.0,494.0,69136.0,3791806.0,18233.0,Australia/Oceania,08-03-2023
215.0,St. Barth,5441,2.0,6.0,,-,-,-,,547109.0,603.0,78646.0,7908095.0,9945.0,North America,08-03-2023
216.0,Nauru,5393,,1.0,,5347,,45,,494635.0,92.0,20509.0,1881042.0,10903.0,Australia/Oceania,08-03-2023
217.0,Kiribati,5014,,18.0,,2703,,2293,3,40626.0,146.0,,,123419.0,Australia/Oceania,08-03-2023
218.0,Anguilla,3904,,12.0,,3879,,13,4,256336.0,788.0,51382.0,3373736.0,15230.0,North America,08-03-2023
219.0,Macao,3514,,121.0,,3392,+1,1,,5264.0,181.0,7850.0,11760.0,667490.0,Asia,08-03-2023
220.0,Saint Pierre Miquelon,3452,,2.0,,2449,,1001,1,599410.0,347.0,25400.0,4410488.0,5759.0,North America,08-03-2023
221.0,Wallis and Futuna,3427,,7.0,,438,,2982,,312056.0,637.0,20508.0,1867419.0,10982.0,Australia/Oceania,08-03-2023
222.0,Tuvalu,2805,,,,,,2805,,232471.0,,,,12066.0,Australia/Oceania,08-03-2023
223.0,Saint Helena,2166,,,,2,,2164,,354211.0,,,,6115.0,Africa,08-03-2023
224.0,Falkland Islands,1930,,,,1930,,0,,545352.0,,8632.0,2439107.0,3539.0,South America,08-03-2023
225.0,Montserrat,1403,,8.0,,1376,,19,,282578.0,1611.0,17762.0,3577442.0,4965.0,North America,08-03-2023
226.0,Niue,792,1.0,,,790,,2,,488286.0,,,,1622.0,Australia/Oceania,08-03-2023
227.0,Diamond Princess,712,,13.0,,699,,0,,,,,,,,08-03-2023
228.0,Vatican City,29,,,,29,,0,,36295.0,,,,799.0,Europe,08-03-2023
229.0,Western Sahara,10,,1.0,,9,,0,,16.0,2.0,,,626161.0,Africa,08-03-2023
230.0,MS Zaandam,9,,2.0,,7,,0,,,,,,,,08-03-2023
231.0,Tokelau,5,,,,,,5,,3628.0,,,,1378.0,Australia/Oceania,08-03-2023
,Total:,681162372,122171.0,6809557.0,686.0,654005099,+177338,20347716,40463,87386.8,873.6,,,,All,08-03-2023
