#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,DateCollected
20.0,Indonesia,6735628,177.0,160908.0,3.0,6571187,+224,3533,-,24130.0,576.0,114158919.0,408975.0,279134505.0,Asia,26-02-2023
21.0,Poland,6415279,426.0,118868.0,,5335940,,960471,696,169987.0,3150.0,38257738.0,1013724.0,37739785.0,Europe,26-02-2023
22.0,Colombia,6359464,,142615.0,,6182304,,34545,342,123454.0,2769.0,36951507.0,717327.0,51512762.0,South America,26-02-2023
23.0,Austria,5902140,4847.0,21881.0,3.0,5826601,+5229,53658,72,650968.0,2413.0,211273524.0,23302116.0,9066710.0,Europe,26-02-2023
24.0,Greece,5849949,7294.0,36077.0,11.0,5801794,+3196,12078,115,567040.0,3497.0,102228365.0,9909078.0,10316637.0,Europe,26-02-2023
25.0,Portugal,5566708,,26117.0,,5537148,,3443,61,548954.0,2575.0,45968702.0,4533148.0,10140570.0,Europe,26-02-2023
26.0,Ukraine,5382095,,111175.0,,5261929,,8991,,124608.0,2574.0,32603805.0,754855.0,43192122.0,Europe,26-02-2023
27.0,Chile,5163316,2107.0,64166.0,8.0,5093198,+2668,5952,79,268221.0,3333.0,48421758.0,2515391.0,19250195.0,South America,26-02-2023
28.0,Malaysia,5042395,207.0,36957.0,,4996232,+175,9206,10,151966.0,1114.0,68070708.0,2051492.0,33181072.0,Asia,26-02-2023
29.0,Israel,4797689,123.0,12269.0,1.0,4781252,,4168,57,514442.0,1316.0,41373364.0,4436346.0,9326000.0,Asia,26-02-2023
30.0,DPRK,4772813,,74.0,,4772739,,0,,183636.0,3.0,,,25990679.0,Asia,26-02-2023
31.0,Thailand,4727831,,33902.0,,4692636,,1293,-,67465.0,484.0,17270775.0,246450.0,70078203.0,Asia,26-02-2023
32.0,Belgium,4717655,,33717.0,,4657782,+367,26156,43,404315.0,2890.0,36709556.0,3146099.0,11668278.0,Europe,26-02-2023
33.0,Czechia,4608036,147.0,42429.0,4.0,4556335,+998,9272,35,429182.0,3952.0,56990464.0,5307964.0,10736784.0,Europe,26-02-2023
34.0,Canada,4589808,1341.0,51222.0,27.0,4496044,+1575,42542,99,119562.0,1334.0,66343123.0,1728207.0,38388419.0,North America,26-02-2023
35.0,Peru,4485282,,219395.0,,4264224,,1663,40,133157.0,6513.0,37997691.0,1128057.0,33684208.0,South America,26-02-2023
36.0,Switzerland,4389655,,14452.0,,4371249,,3954,39,500323.0,1647.0,23833472.0,2716487.0,8773637.0,Europe,26-02-2023
37.0,Philippines,4076142,22.0,66097.0,14.0,4000813,+175,9232,162,36229.0,587.0,34578364.0,307339.0,112508994.0,Asia,26-02-2023
38.0,South Africa,4062323,745.0,102595.0,,3912506,,47222,192,66863.0,1689.0,26473049.0,435726.0,60756135.0,Africa,26-02-2023
39.0,Romania,3335131,,67675.0,,3260130,,7326,115,175244.0,3556.0,26603809.0,1397895.0,19031335.0,Europe,26-02-2023
40.0,Denmark,3175078,109.0,8254.0,10.0,3165682,,1142,19,544148.0,1415.0,129190878.0,22140871.0,5834950.0,Europe,26-02-2023
41.0,Hong Kong,2883157,102.0,13451.0,2.0,2841868,+3505,27838,28,379148.0,1769.0,76127725.0,10011143.0,7604299.0,Asia,26-02-2023
42.0,Sweden,2697827,,23633.0,,2670235,+217,3959,9,264002.0,2313.0,19469139.0,1905196.0,10218971.0,Europe,26-02-2023
43.0,Serbia,2490810,499.0,17816.0,9.0,2459376,+787,13618,16,287855.0,2059.0,12377861.0,1430468.0,8653016.0,Europe,26-02-2023
44.0,Iraq,2465545,,25375.0,,2439497,,673,21,58474.0,602.0,19544451.0,463523.0,42164965.0,Asia,26-02-2023
45.0,Singapore,2222006,,1722.0,,2149583,,70701,1,373852.0,290.0,24756666.0,4165302.0,5943546.0,Asia,26-02-2023
46.0,New Zealand,2215555,1296.0,3898.0,5.0,2204178,+1176,7479,,452320.0,796.0,7768604.0,1586011.0,4898203.0,Australia/Oceania,26-02-2023
47.0,Hungary,2194969,,48745.0,,2142682,,3542,6,228494.0,5074.0,11394556.0,1186160.0,9606259.0,Europe,26-02-2023
48.0,Bangladesh,2037773,,29445.0,,1998448,,9880,-,12138.0,175.0,15254399.0,90862.0,167885689.0,Asia,26-02-2023
49.0,Slovakia,1862760,44.0,21017.0,1.0,1840569,+42,1174,20,341153.0,3849.0,7402195.0,1355665.0,5460193.0,Europe,26-02-2023
50.0,Georgia,1825598,,16965.0,,1776548,,32085,,459995.0,4275.0,16920079.0,4263340.0,3968738.0,Asia,26-02-2023
51.0,Jordan,1746997,,14122.0,,1731007,,1868,59,169597.0,1371.0,17201885.0,1669945.0,10300869.0,Asia,26-02-2023
52.0,Ireland,1702523,,8629.0,,1691938,+203,1956,11,339135.0,1719.0,13024205.0,2594360.0,5020199.0,Europe,26-02-2023
53.0,Pakistan,1576916,36.0,30643.0,,1538689,,7584,12,6871.0,134.0,30570862.0,133213.0,229488994.0,Asia,26-02-2023
54.0,Norway,1478907,19.0,5112.0,,1473175,+40,620,20,268337.0,928.0,11002430.0,1996315.0,5511370.0,Europe,26-02-2023
55.0,Finland,1462169,,8892.0,,1451606,+116,1671,21,263219.0,1601.0,12047792.0,2168835.0,5554960.0,Europe,26-02-2023
56.0,Kazakhstan,1407351,,13846.0,,1383020,,10485,24,73280.0,721.0,11575012.0,602707.0,19205043.0,Asia,26-02-2023
57.0,Slovenia,1327516,103.0,7071.0,,1316762,+255,3683,6,638833.0,3403.0,2836198.0,1364847.0,2078034.0,Europe,26-02-2023
58.0,Lithuania,1304068,40.0,9585.0,,1288358,+33,6125,8,489937.0,3601.0,10373322.0,3897243.0,2661708.0,Europe,26-02-2023
59.0,Bulgaria,1296668,26.0,38211.0,,1255510,+13,2947,26,189444.0,5583.0,11048403.0,1614179.0,6844597.0,Europe,26-02-2023
60.0,Morocco,1272445,3.0,16296.0,,1256077,+16,72,3,33687.0,431.0,12981405.0,343671.0,37772756.0,Africa,26-02-2023
61.0,Croatia,1268666,,17950.0,,1250175,,541,10,312534.0,4422.0,5503682.0,1355825.0,4059286.0,Europe,26-02-2023
62.0,Guatemala,1235970,52.0,20168.0,1.0,1214612,+70,1190,5,66507.0,1085.0,6909090.0,371775.0,18584039.0,North America,26-02-2023
63.0,Lebanon,1231713,136.0,10825.0,2.0,1087587,,133301,74,184254.0,1619.0,4795578.0,717380.0,6684849.0,Asia,26-02-2023
64.0,Costa Rica,1199055,,9214.0,,860711,,329130,52,231373.0,1778.0,4659757.0,899158.0,5182354.0,North America,26-02-2023
65.0,Bolivia,1192888,192.0,22365.0,1.0,1157111,+290,13412,220,99468.0,1865.0,2705422.0,225590.0,11992656.0,South America,26-02-2023
66.0,Tunisia,1150793,,29330.0,,-,-,-,44,95528.0,2435.0,5001397.0,415169.0,12046656.0,Africa,26-02-2023
67.0,Cuba,1112583,5.0,8530.0,,1103971,+6,82,,98409.0,754.0,14316639.0,1266326.0,11305652.0,North America,26-02-2023
68.0,Ecuador,1056578,,36008.0,,1015999,,4571,759,58331.0,1988.0,3082403.0,170173.0,18113361.0,South America,26-02-2023
69.0,UAE,1051862,130.0,2349.0,,1034975,+76,14538,,104333.0,233.0,199149334.0,19753380.0,10081785.0,Asia,26-02-2023
70.0,Uruguay,1034046,,7617.0,,1025995,,434,18,295778.0,2179.0,6114822.0,1749083.0,3496016.0,South America,26-02-2023
71.0,Panama,1031014,,8603.0,,1021886,,525,16,231847.0,1935.0,7522110.0,1691516.0,4446964.0,North America,26-02-2023
72.0,Mongolia,1007896,,2179.0,,1005709,,8,192,298364.0,645.0,4030048.0,1193000.0,3378078.0,Asia,26-02-2023
73.0,Nepal,1001140,,12020.0,,989113,,7,,33122.0,398.0,6011031.0,198872.0,30225582.0,Asia,26-02-2023
74.0,Belarus,994037,,7118.0,,985592,,1327,,105381.0,755.0,13646641.0,1446722.0,9432800.0,Europe,26-02-2023
75.0,Latvia,975968,14.0,6239.0,,969392,+16,337,13,527882.0,3375.0,7864260.0,4253625.0,1848837.0,Europe,26-02-2023
76.0,Saudi Arabia,829287,59.0,9614.0,1.0,816630,+45,3043,39,23135.0,268.0,45135808.0,1259197.0,35844909.0,Asia,26-02-2023
77.0,Azerbaijan,828512,20.0,10117.0,1.0,818238,+9,157,,80436.0,982.0,7522178.0,730294.0,10300205.0,Asia,26-02-2023
78.0,Paraguay,808327,,19870.0,,-,-,-,7,110641.0,2720.0,2657506.0,363751.0,7305843.0,South America,26-02-2023
79.0,Bahrain,706250,,1548.0,,706013,,-1311,3,395884.0,868.0,10732586.0,6016081.0,1783983.0,Asia,26-02-2023
80.0,Sri Lanka,672027,1.0,16830.0,,655196,+1,1,,31147.0,780.0,6486117.0,300619.0,21575842.0,Asia,26-02-2023
81.0,Kuwait,663456,,2570.0,,660237,,649,,151463.0,587.0,8455743.0,1930391.0,4380326.0,Asia,26-02-2023
82.0,Dominican Republic,660533,,4384.0,,644785,,11364,4,59742.0,397.0,3740928.0,338350.0,11056370.0,North America,26-02-2023
83.0,Cyprus,649093,,1305.0,,642855,,4933,60,530570.0,1067.0,9640118.0,7879860.0,1223387.0,Asia,26-02-2023
84.0,Myanmar,633911,4.0,19490.0,,614397,+2,24,,11478.0,353.0,10044941.0,181884.0,55227143.0,Asia,26-02-2023
85.0,Palestine,621008,,5404.0,,615445,,159,17,116173.0,1011.0,3078533.0,575907.0,5345541.0,Asia,26-02-2023
86.0,Estonia,614848,,2934.0,,524990,,86924,1,465121.0,2220.0,3671717.0,2777585.0,1321910.0,Europe,26-02-2023
87.0,Moldova,603750,,11974.0,,504142,,87634,49,150442.0,2984.0,3216305.0,801437.0,4013171.0,Europe,26-02-2023
88.0,Venezuela,551974,,5853.0,,545841,,280,36,18860.0,200.0,3359014.0,114771.0,29266991.0,South America,26-02-2023
89.0,Egypt,515698,,24613.0,,442182,,48903,122,4858.0,232.0,3693367.0,34792.0,106156692.0,Africa,26-02-2023
90.0,Libya,507171,,6437.0,,500733,,1,,72034.0,914.0,2483538.0,352738.0,7040745.0,Africa,26-02-2023
91.0,China,503302,,5272.0,,379053,,118977,7557,347.0,4.0,160000000.0,110461.0,1448471400.0,Asia,26-02-2023
92.0,Ethiopia,499959,,7572.0,,487221,,5166,,4138.0,63.0,5486754.0,45415.0,120812698.0,Africa,26-02-2023
93.0,Qatar,493936,89.0,686.0,,492929,+234,321,24,165755.0,230.0,4065369.0,1364257.0,2979915.0,Asia,26-02-2023
94.0,Réunion,486588,,921.0,,418572,,67095,10,535854.0,1014.0,1603660.0,1766027.0,908061.0,Africa,26-02-2023
95.0,Honduras,471557,,11109.0,,-,-,-,105,46135.0,1087.0,1626616.0,159141.0,10221247.0,North America,26-02-2023
96.0,Armenia,446819,,8721.0,,435162,,2936,,150345.0,2934.0,3242901.0,1091164.0,2971966.0,Asia,26-02-2023
97.0,Bosnia and Herzegovina,401575,,16278.0,,379084,,6213,,123588.0,5010.0,1884721.0,580036.0,3249317.0,Europe,26-02-2023
98.0,Oman,399449,,4628.0,,384669,,10152,2,75028.0,869.0,25000000.0,4695724.0,5323993.0,Asia,26-02-2023
99.0,North Macedonia,346852,,9662.0,,337068,,122,,166651.0,4642.0,2226216.0,1069626.0,2081304.0,Europe,26-02-2023
100.0,Kenya,342900,,5688.0,,337183,,29,1,6100.0,101.0,3967062.0,70569.0,56215221.0,Africa,26-02-2023
101.0,Zambia,342831,,4055.0,,338289,,487,,17608.0,208.0,3923997.0,201538.0,19470234.0,Africa,26-02-2023
102.0,Albania,334378,5.0,3596.0,,329127,+13,1655,,116655.0,1255.0,1941032.0,677173.0,2866374.0,Europe,26-02-2023
103.0,Botswana,329662,,2801.0,,326868,,-7,1,135043.0,1147.0,2026898.0,830300.0,2441162.0,Africa,26-02-2023
104.0,Luxembourg,297757,,1133.0,,288991,,7633,,463528.0,1764.0,4412567.0,6869188.0,642371.0,Europe,26-02-2023
105.0,Montenegro,288088,,2801.0,,284463,,824,6,458775.0,4461.0,2714923.0,4323470.0,627950.0,Europe,26-02-2023
106.0,Brunei,277992,,225.0,,243601,,34166,,624097.0,505.0,717784.0,1611437.0,445431.0,Asia,26-02-2023
107.0,Algeria,271440,1.0,6881.0,,182791,+1,81768,,5985.0,152.0,230861.0,5091.0,45350148.0,Africa,26-02-2023
108.0,Nigeria,266463,,3155.0,,259850,,3458,11,1229.0,15.0,5708974.0,26339.0,216746934.0,Africa,26-02-2023
109.0,Zimbabwe,263921,,5663.0,,257205,,1053,12,17214.0,369.0,2525756.0,164744.0,15331428.0,Africa,26-02-2023
110.0,Uzbekistan,250932,,1637.0,,241486,,7809,23,7298.0,48.0,1377915.0,40077.0,34382084.0,Asia,26-02-2023
111.0,Mozambique,233098,,2242.0,,228805,,2051,11,7044.0,68.0,1371127.0,41437.0,33089461.0,Africa,26-02-2023
112.0,Martinique,229807,,1098.0,,-,-,-,12,614314.0,2935.0,828928.0,2215870.0,374087.0,North America,26-02-2023
113.0,Laos,218015,,758.0,,-,-,-,,29142.0,101.0,1233207.0,164845.0,7481023.0,Asia,26-02-2023
114.0,Afghanistan,209274,11.0,7896.0,,190648,+40,10730,45,5135.0,194.0,1199575.0,29434.0,40754388.0,Asia,26-02-2023
115.0,Iceland,208999,,229.0,,-,-,-,2,605105.0,663.0,1996384.0,5780036.0,345393.0,Europe,26-02-2023
116.0,Kyrgyzstan,206633,,2991.0,,196406,,7236,131,30711.0,445.0,1907195.0,283460.0,6728271.0,Asia,26-02-2023
117.0,Guadeloupe,201852,,1010.0,,-,-,-,19,504890.0,2526.0,938039.0,2346306.0,399794.0,North America,26-02-2023
118.0,El Salvador,201785,,4230.0,,179410,,18145,8,30805.0,646.0,2610114.0,398467.0,6550389.0,North America,26-02-2023
119.0,Trinidad and Tobago,188737,,4339.0,,184363,,35,8,134181.0,3085.0,895520.0,636663.0,1406585.0,North America,26-02-2023
120.0,Maldives,185729,,311.0,,163687,,21731,25,343316.0,575.0,2213831.0,4092223.0,540985.0,Asia,26-02-2023
121.0,Ghana,171172,,1462.0,,169697,,13,2,5284.0,45.0,2529956.0,78096.0,32395450.0,Africa,26-02-2023
122.0,Namibia,171121,,4090.0,,166689,,342,,64969.0,1553.0,1062663.0,403460.0,2633874.0,Africa,26-02-2023
123.0,Uganda,170478,,3630.0,,100431,,66417,3,3520.0,75.0,3012408.0,62198.0,48432863.0,Africa,26-02-2023
124.0,Jamaica,154065,,3500.0,,102393,,48172,,51611.0,1172.0,1183986.0,396633.0,2985094.0,North America,26-02-2023
125.0,Cambodia,138714,,3056.0,,135650,,8,,8079.0,178.0,3091420.0,180062.0,17168639.0,Asia,26-02-2023
126.0,Rwanda,133170,,1468.0,,131634,,68,,9792.0,108.0,5959042.0,438150.0,13600464.0,Africa,26-02-2023
127.0,Cameroon,124328,,1965.0,,122333,,30,13,4454.0,70.0,1751774.0,62762.0,27911548.0,Africa,26-02-2023
128.0,Malta,117338,,827.0,,115923,,588,4,264255.0,1862.0,2111209.0,4754622.0,444033.0,Europe,26-02-2023
129.0,Barbados,106645,,575.0,,106057,,13,,370266.0,1996.0,794426.0,2758203.0,288023.0,North America,26-02-2023
130.0,Angola,105205,,1931.0,,103250,,24,,3004.0,55.0,1499795.0,42818.0,35027343.0,Africa,26-02-2023
131.0,Channel Islands,101320,,227.0,,100975,,118,,574171.0,1286.0,1252808.0,7099551.0,176463.0,Europe,26-02-2023
132.0,French Guiana,98041,,420.0,,11254,,86367,6,312065.0,1337.0,651257.0,2072951.0,314169.0,South America,26-02-2023
133.0,DRC,95646,,1464.0,,84282,,9900,,1004.0,15.0,846704.0,8890.0,95240792.0,Africa,26-02-2023
134.0,Senegal,88917,,1971.0,,86938,,8,,5037.0,112.0,1146543.0,64946.0,17653671.0,Africa,26-02-2023
135.0,Malawi,88681,,2686.0,,85542,,453,67,4394.0,133.0,624784.0,30959.0,20180839.0,Africa,26-02-2023
136.0,Ivory Coast,88182,,834.0,,87299,,49,,3179.0,30.0,1678025.0,60486.0,27742298.0,Africa,26-02-2023
137.0,Suriname,82227,,1400.0,,-,-,-,,137773.0,2346.0,240907.0,403644.0,596831.0,South America,26-02-2023
138.0,New Caledonia,79876,,314.0,,79557,,5,9,274568.0,1079.0,98964.0,340182.0,290915.0,Australia/Oceania,26-02-2023
139.0,French Polynesia,77957,,649.0,,-,-,-,7,274338.0,2284.0,,,284164.0,Australia/Oceania,26-02-2023
140.0,Eswatini,74199,,1423.0,,72726,,50,,62625.0,1201.0,1048704.0,885119.0,1184817.0,Africa,26-02-2023
141.0,Guyana,73066,,1298.0,,71742,,26,,92017.0,1635.0,721408.0,908523.0,794045.0,South America,26-02-2023
142.0,Belize,70740,,688.0,,70036,,16,6,171620.0,1669.0,576016.0,1397453.0,412190.0,North America,26-02-2023
143.0,Fiji,68889,,883.0,,66850,,1156,,75747.0,971.0,668445.0,734986.0,909466.0,Australia/Oceania,26-02-2023
144.0,Madagascar,67865,13.0,1422.0,1.0,66433,+6,10,,2326.0,49.0,525461.0,18009.0,29178077.0,Africa,26-02-2023
145.0,Sudan,63787,,5011.0,,58438,,338,,1387.0,109.0,562941.0,12240.0,45992020.0,Africa,26-02-2023
146.0,Mauritania,63667,,997.0,,62439,,231,,12988.0,203.0,1009957.0,206030.0,4901981.0,Africa,26-02-2023
147.0,Cabo Verde,63240,,413.0,,62770,,57,23,111401.0,728.0,401622.0,707482.0,567678.0,Africa,26-02-2023
148.0,Bhutan,62615,,21.0,,61564,,1030,,79467.0,27.0,2303734.0,2923739.0,787941.0,Asia,26-02-2023
149.0,Syria,57463,,3164.0,,54299,,0,,2967.0,163.0,146269.0,7553.0,19364809.0,Asia,26-02-2023
150.0,Burundi,53609,,38.0,,53569,,2,,4246.0,3.0,345742.0,27386.0,12624840.0,Africa,26-02-2023
151.0,Seychelles,50665,,172.0,,50440,,53,,509575.0,1730.0,,,99426.0,Africa,26-02-2023
152.0,Gabon,48981,,306.0,,48674,,1,,21008.0,131.0,1621909.0,695641.0,2331533.0,Africa,26-02-2023
153.0,Andorra,47866,,165.0,,47563,,138,14,617921.0,2130.0,249838.0,3225256.0,77463.0,Europe,26-02-2023
154.0,Papua New Guinea,46792,,670.0,,43982,,2140,7,5036.0,72.0,249149.0,26813.0,9292169.0,Australia/Oceania,26-02-2023
155.0,Curaçao,45986,,295.0,,44720,,971,3,277812.0,1782.0,496693.0,3000640.0,165529.0,North America,26-02-2023
156.0,Aruba,44026,,236.0,,42438,,1352,2,409129.0,2193.0,177885.0,1653068.0,107609.0,North America,26-02-2023
157.0,Tanzania,42823,,846.0,,-,-,-,7,677.0,13.0,,,63298550.0,Africa,26-02-2023
158.0,Mayotte,42004,,188.0,,-,-,-,,146734.0,657.0,176919.0,618038.0,286259.0,Africa,26-02-2023
159.0,Mauritius,41717,,1043.0,,40012,,662,,32726.0,818.0,358675.0,281374.0,1274727.0,Africa,26-02-2023
160.0,Togo,39374,3.0,290.0,,39074,,10,,4536.0,33.0,808113.0,93092.0,8680837.0,Africa,26-02-2023
161.0,Guinea,38267,,467.0,,37757,,43,8,2760.0,34.0,660107.0,47607.0,13865691.0,Africa,26-02-2023
162.0,Isle of Man,38008,,116.0,,-,-,-,,443335.0,1353.0,150753.0,1758422.0,85732.0,Europe,26-02-2023
163.0,Bahamas,37491,,833.0,,36366,,292,1,93607.0,2080.0,257839.0,643767.0,400516.0,North America,26-02-2023
164.0,Lesotho,34790,,723.0,,25980,,8087,,15990.0,332.0,431221.0,198199.0,2175699.0,Africa,26-02-2023
165.0,Faeroe Islands,34658,,28.0,,-,-,-,5,703959.0,569.0,778000.0,15802409.0,49233.0,Europe,26-02-2023
166.0,Haiti,34143,,860.0,,33044,,239,,2923.0,74.0,132422.0,11337.0,11680283.0,North America,26-02-2023
167.0,Mali,32998,1.0,743.0,,32074,+3,181,,1537.0,35.0,795295.0,37036.0,21473764.0,Africa,26-02-2023
168.0,Cayman Islands,31472,,37.0,,8553,,22882,1,467797.0,550.0,222773.0,3311280.0,67277.0,North America,26-02-2023
169.0,Saint Lucia,29882,,409.0,,29095,,378,,161426.0,2209.0,210983.0,1139752.0,185113.0,North America,26-02-2023
170.0,Benin,27990,,163.0,,27825,,2,,2189.0,13.0,604310.0,47268.0,12784726.0,Africa,26-02-2023
171.0,Somalia,27324,,1361.0,,13182,,12781,,1622.0,81.0,400466.0,23778.0,16841795.0,Africa,26-02-2023
172.0,Congo,25375,,386.0,,24006,,983,,4377.0,67.0,347815.0,59991.0,5797805.0,Africa,26-02-2023
173.0,Solomon Islands,24575,,153.0,,-,-,-,1,34077.0,212.0,,,721159.0,Australia/Oceania,26-02-2023
174.0,Micronesia,23671,,60.0,,-,-,-,1,201474.0,511.0,54967.0,467848.0,117489.0,Australia/Oceania,26-02-2023
175.0,San Marino,23536,,122.0,,23276,,138,4,690509.0,3579.0,157634.0,4624732.0,34085.0,Europe,26-02-2023
176.0,Timor-Leste,23418,,138.0,,23102,,178,,17101.0,101.0,278529.0,203391.0,1369429.0,Asia,26-02-2023
177.0,Burkina Faso,22056,,396.0,,21596,,64,,998.0,18.0,248995.0,11265.0,22102838.0,Africa,26-02-2023
178.0,Liechtenstein,21409,4.0,89.0,,21288,+2,32,2,557715.0,2318.0,112457.0,2929559.0,38387.0,Europe,26-02-2023
179.0,Gibraltar,20423,,111.0,,16579,,3733,,605952.0,3293.0,534283.0,15852213.0,33704.0,Europe,26-02-2023
180.0,Grenada,19680,,238.0,,19358,,84,4,173430.0,2097.0,182981.0,1612523.0,113475.0,North America,26-02-2023
181.0,Bermuda,18799,,160.0,,18632,,7,,303508.0,2583.0,1027337.0,16586270.0,61939.0,North America,26-02-2023
182.0,Nicaragua,18491,,225.0,,4225,,14041,,2728.0,33.0,,,6779100.0,North America,26-02-2023
183.0,South Sudan,18368,,138.0,,18115,,115,1,1581.0,12.0,410280.0,35313.0,11618511.0,Africa,26-02-2023
184.0,Tajikistan,17786,,125.0,,17264,,397,,1786.0,13.0,,,9957464.0,Asia,26-02-2023
185.0,Equatorial Guinea,17229,,183.0,,16907,,139,5,11512.0,122.0,365697.0,244342.0,1496662.0,Africa,26-02-2023
186.0,Tonga,16801,,13.0,,15638,,1150,,155927.0,121.0,535009.0,4965327.0,107749.0,Australia/Oceania,26-02-2023
187.0,Samoa,16607,,29.0,,1605,,14973,,82116.0,143.0,187397.0,926612.0,202239.0,Australia/Oceania,26-02-2023
188.0,Monaco,16106,,67.0,,15992,,47,4,404846.0,1684.0,78646.0,1976875.0,39783.0,Europe,26-02-2023
189.0,Dominica,15760,,74.0,,15673,,13,,217848.0,1023.0,229344.0,3170187.0,72344.0,North America,26-02-2023
190.0,Djibouti,15690,,189.0,,15427,,74,,15441.0,186.0,305941.0,301094.0,1016097.0,Africa,26-02-2023
191.0,Marshall Islands,15598,,17.0,,15528,,53,,259720.0,283.0,,,60057.0,Australia/Oceania,26-02-2023
192.0,CAR,15368,,113.0,,15200,,55,2,3063.0,23.0,81294.0,16205.0,5016678.0,Africa,26-02-2023
193.0,Gambia,12586,,372.0,,12189,,25,,4919.0,145.0,155686.0,60851.0,2558482.0,Africa,26-02-2023
194.0,Saint Martin,12257,,63.0,,1399,,10795,7,308507.0,1586.0,112382.0,2828643.0,39730.0,North America,26-02-2023
195.0,Vanuatu,12014,,14.0,,11976,,24,,37330.0,44.0,24976.0,77606.0,321832.0,Australia/Oceania,26-02-2023
196.0,Greenland,11971,,21.0,,2761,,9189,4,210117.0,369.0,164926.0,2894810.0,56973.0,North America,26-02-2023
197.0,Yemen,11945,,2159.0,,9124,,662,23,383.0,69.0,329592.0,10579.0,31154867.0,Asia,26-02-2023
198.0,Caribbean Netherlands,11672,,38.0,,10476,,1158,,438023.0,1426.0,30126.0,1130559.0,26647.0,North America,26-02-2023
199.0,Sint Maarten,11016,,91.0,,10905,,20,-,250557.0,2070.0,62056.0,1411454.0,43966.0,North America,26-02-2023
200.0,Eritrea,10189,,103.0,,10086,,0,,2782.0,28.0,23693.0,6470.0,3662244.0,Africa,26-02-2023
201.0,Niger,9931,,312.0,,8890,,729,1,381.0,12.0,254538.0,9759.0,26083660.0,Africa,26-02-2023
202.0,St. Vincent Grenadines,9589,,123.0,,9466,,0,,85961.0,1103.0,113703.0,1019292.0,111551.0,North America,26-02-2023
203.0,Antigua and Barbuda,9106,,146.0,,8954,,6,1,91509.0,1467.0,18901.0,189943.0,99509.0,North America,26-02-2023
204.0,Comoros,8998,,161.0,,8837,,0,,9916.0,177.0,,,907419.0,Africa,26-02-2023
