#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,DateCollected
12.0,Spain,13770429,,119479.0,,13615878,,35072,231,294749.0,2557.0,471036328.0,10082298.0,46719142.0,Europe,05-03-2023
13.0,Vietnam,11526966,4.0,43186.0,,10614790,+2,868990,3,116489.0,436.0,85826548.0,867342.0,98953541.0,Asia,05-03-2023
14.0,Australia,11385534,,19459.0,,11332576,,33499,27,436750.0,746.0,78835048.0,3024116.0,26068792.0,Australia/Oceania,05-03-2023
15.0,Taiwan,10105037,10305.0,18203.0,60.0,9803603,+12577,283231,,423007.0,762.0,30742304.0,1286903.0,23888595.0,Asia,05-03-2023
16.0,Argentina,10044125,,130463.0,,9909866,,3796,363,218302.0,2836.0,35716069.0,776264.0,46010234.0,South America,05-03-2023
17.0,Netherlands,8598182,,22992.0,,8560296,+432,14894,53,499562.0,1336.0,25984435.0,1509718.0,17211447.0,Europe,05-03-2023
18.0,Iran,7570232,463.0,144893.0,15.0,7339704,+63,85635,341,88003.0,1684.0,55034937.0,639771.0,86022837.0,Asia,05-03-2023
19.0,Mexico,7470128,,333096.0,,6703859,,433173,-,56780.0,2532.0,19572325.0,148768.0,131562772.0,North America,05-03-2023
20.0,Indonesia,6737159,165.0,160930.0,2.0,6573185,+576,3044,-,24136.0,577.0,114158919.0,408975.0,279134505.0,Asia,05-03-2023
21.0,Poland,6432315,427.0,118952.0,,5335940,,977423,696,170439.0,3152.0,38309361.0,1015092.0,37739785.0,Europe,05-03-2023
22.0,Colombia,6360089,,142629.0,,6183658,,33802,342,123466.0,2769.0,36951507.0,717327.0,51512762.0,South America,05-03-2023
23.0,Austria,5940935,4129.0,21922.0,1.0,5859818,+3661,59195,72,655247.0,2418.0,211273524.0,23302116.0,9066710.0,Europe,05-03-2023
24.0,Greece,5871458,,36185.0,,5814325,+2618,20948,115,569125.0,3507.0,102228365.0,9909078.0,10316637.0,Europe,05-03-2023
25.0,Portugal,5568084,,26180.0,,5538074,,3830,61,549090.0,2582.0,45980330.0,4534294.0,10140570.0,Europe,05-03-2023
26.0,Ukraine,5389439,,111235.0,,5265577,,12627,,124778.0,2575.0,32603805.0,754855.0,43192122.0,Europe,05-03-2023
27.0,Chile,5180329,2559.0,64230.0,8.0,5108603,+7102,7496,83,269105.0,3337.0,48515971.0,2520285.0,19250195.0,South America,05-03-2023
28.0,Malaysia,5043790,164.0,36966.0,1.0,4997620,+198,9204,4,152008.0,1114.0,68255672.0,2057067.0,33181072.0,Asia,05-03-2023
29.0,Israel,4801511,281.0,12307.0,4.0,4781252,,7952,57,514852.0,1320.0,41373364.0,4436346.0,9326000.0,Asia,05-03-2023
30.0,DPRK,4772813,,74.0,,4772739,,0,,183636.0,3.0,,,25990679.0,Asia,05-03-2023
31.0,Thailand,4728035,,33911.0,,4692636,,1488,-,67468.0,484.0,17270775.0,246450.0,70078203.0,Asia,05-03-2023
32.0,Belgium,4727795,,33775.0,,4661628,+558,32392,43,405184.0,2895.0,36752058.0,3149741.0,11668278.0,Europe,05-03-2023
33.0,Czechia,4614031,144.0,42475.0,4.0,4562803,+1176,8753,39,429741.0,3956.0,57018324.0,5310559.0,10736784.0,Europe,05-03-2023
34.0,Canada,4599263,1353.0,51419.0,29.0,4506654,+1529,41190,99,119809.0,1339.0,66343123.0,1728207.0,38388419.0,North America,05-03-2023
35.0,Peru,4486832,167.0,219493.0,8.0,4265284,+111,2055,33,133203.0,6516.0,38089514.0,1130783.0,33684208.0,South America,05-03-2023
36.0,Switzerland,4391007,,14452.0,,4373026,,3529,39,500477.0,1647.0,23833472.0,2716487.0,8773637.0,Europe,05-03-2023
37.0,Philippines,4076992,134.0,66153.0,10.0,4001906,+241,8933,162,36237.0,588.0,34637220.0,307862.0,112508994.0,Asia,05-03-2023
38.0,South Africa,4064889,,102595.0,,3912506,,49788,192,66905.0,1689.0,26795090.0,441027.0,60756135.0,Africa,05-03-2023
39.0,Romania,3340342,,67704.0,,3263301,,9337,115,175518.0,3558.0,26676248.0,1401701.0,19031335.0,Europe,05-03-2023
40.0,Denmark,3175509,35.0,8281.0,4.0,3166343,+124,885,19,544222.0,1419.0,129202569.0,22142875.0,5834950.0,Europe,05-03-2023
41.0,Hong Kong,2883700,45.0,13463.0,1.0,2859361,+3479,10876,28,379220.0,1770.0,76127725.0,10011143.0,7604299.0,Asia,05-03-2023
42.0,Sweden,2698535,,23703.0,,2671601,+218,3231,8,264071.0,2320.0,19477620.0,1906026.0,10218971.0,Europe,05-03-2023
43.0,Serbia,2496295,487.0,17855.0,8.0,2464243,+691,14197,15,288488.0,2063.0,12432146.0,1436741.0,8653016.0,Europe,05-03-2023
44.0,Iraq,2465545,,25375.0,,2439497,,673,21,58474.0,602.0,19544451.0,463523.0,42164965.0,Asia,05-03-2023
45.0,Singapore,2230570,,1722.0,,2149583,,79265,1,375293.0,290.0,24756666.0,4165302.0,5943546.0,Asia,05-03-2023
46.0,New Zealand,2226657,1634.0,3919.0,2.0,2213036,+1281,9702,,454587.0,800.0,7768604.0,1586011.0,4898203.0,Australia/Oceania,05-03-2023
47.0,Hungary,2195926,,48751.0,,2143184,,3991,13,228593.0,5075.0,11394556.0,1186160.0,9606259.0,Europe,05-03-2023
48.0,Bangladesh,2037829,,29445.0,,1998448,,9936,-,12138.0,175.0,15254399.0,90862.0,167885689.0,Asia,05-03-2023
49.0,Slovakia,1863398,21.0,21030.0,,1841110,+27,1258,20,341270.0,3852.0,7405889.0,1356342.0,5460193.0,Europe,05-03-2023
50.0,Georgia,1825598,,16965.0,,1776548,,32085,,459995.0,4275.0,16920079.0,4263340.0,3968738.0,Asia,05-03-2023
51.0,Jordan,1746997,,14122.0,,1731007,,1868,59,169597.0,1371.0,17201885.0,1669945.0,10300869.0,Asia,05-03-2023
52.0,Ireland,1703850,,8691.0,,1692852,+240,2307,12,339399.0,1731.0,13033385.0,2596189.0,5020199.0,Europe,05-03-2023
53.0,Pakistan,1577164,45.0,30643.0,,1538689,,7832,7,6873.0,134.0,30570862.0,133213.0,229488994.0,Asia,05-03-2023
54.0,Norway,1479259,24.0,5213.0,,1473371,+48,675,20,268401.0,946.0,11002430.0,1996315.0,5511370.0,Europe,05-03-2023
55.0,Finland,1462976,,8936.0,,1452167,+97,1873,21,263364.0,1609.0,12047792.0,2168835.0,5554960.0,Europe,05-03-2023
56.0,Kazakhstan,1408124,,13846.0,,1383020,,11258,24,73321.0,721.0,11575012.0,602707.0,19205043.0,Asia,05-03-2023
57.0,Slovenia,1329877,102.0,7074.0,,1318457,+93,4346,8,639969.0,3404.0,2839240.0,1366311.0,2078034.0,Europe,05-03-2023
58.0,Lithuania,1306327,51.0,9594.0,,1290461,+49,6272,7,490785.0,3604.0,10381848.0,3900446.0,2661708.0,Europe,05-03-2023
59.0,Bulgaria,1297062,25.0,38219.0,,1255863,+2,2980,24,189502.0,5584.0,11062249.0,1616202.0,6844597.0,Europe,05-03-2023
60.0,Morocco,1272487,1.0,16296.0,,1256141,+17,50,3,33688.0,431.0,12991937.0,343950.0,37772756.0,Africa,05-03-2023
61.0,Croatia,1268992,,17971.0,,1250549,,472,10,312615.0,4427.0,5503682.0,1355825.0,4059286.0,Europe,05-03-2023
62.0,Guatemala,1237564,229.0,20178.0,1.0,1216320,+259,1066,5,66593.0,1086.0,6948424.0,373892.0,18584039.0,North America,05-03-2023
63.0,Lebanon,1232517,216.0,10840.0,5.0,1087587,,134090,74,184375.0,1622.0,4795578.0,717380.0,6684849.0,Asia,05-03-2023
64.0,Costa Rica,1204164,,9230.0,,860711,,334223,52,232358.0,1781.0,4659757.0,899158.0,5182354.0,North America,05-03-2023
65.0,Bolivia,1193908,93.0,22365.0,,1159036,+215,12507,220,99553.0,1865.0,2705422.0,225590.0,11992656.0,South America,05-03-2023
66.0,Tunisia,1150962,,29331.0,,-,-,-,44,95542.0,2435.0,5002248.0,415240.0,12046656.0,Africa,05-03-2023
67.0,Cuba,1112625,3.0,8530.0,,1104008,+4,87,,98413.0,754.0,14319601.0,1266588.0,11305652.0,North America,05-03-2023
68.0,Ecuador,1057121,,36014.0,,1020564,,543,759,58361.0,1988.0,3082403.0,170173.0,18113361.0,South America,05-03-2023
69.0,UAE,1052519,,2349.0,,1035507,,14663,,104398.0,233.0,199309468.0,19769264.0,10081785.0,Asia,05-03-2023
70.0,Uruguay,1034303,,7617.0,,1026186,,500,18,295852.0,2179.0,6114822.0,1749083.0,3496016.0,South America,05-03-2023
71.0,Panama,1031273,,8604.0,,1022299,,370,16,231905.0,1935.0,7532271.0,1693801.0,4446964.0,North America,05-03-2023
72.0,Mongolia,1007897,,2179.0,,1005716,,2,192,298364.0,645.0,4030048.0,1193000.0,3378078.0,Asia,05-03-2023
73.0,Nepal,1001149,,12020.0,,989123,+1,6,,33123.0,398.0,6014248.0,198979.0,30225582.0,Asia,05-03-2023
74.0,Belarus,994037,,7118.0,,985592,,1327,,105381.0,755.0,13646641.0,1446722.0,9432800.0,Europe,05-03-2023
75.0,Latvia,976149,24.0,6245.0,,969551,+16,353,13,527980.0,3378.0,7865678.0,4254392.0,1848837.0,Europe,05-03-2023
76.0,Saudi Arabia,829784,54.0,9617.0,,816938,+49,3229,42,23149.0,268.0,45160066.0,1259874.0,35844909.0,Asia,05-03-2023
77.0,Azerbaijan,828721,39.0,10129.0,2.0,818383,+17,209,,80457.0,983.0,7532345.0,731281.0,10300205.0,Asia,05-03-2023
78.0,Paraguay,808401,,19878.0,,-,-,-,7,110651.0,2721.0,2657506.0,363751.0,7305843.0,South America,05-03-2023
79.0,Bahrain,709230,462.0,1552.0,,706013,,1665,5,397554.0,870.0,10744948.0,6023010.0,1783983.0,Asia,05-03-2023
80.0,Sri Lanka,672034,2.0,16830.0,,655202,,2,,31148.0,780.0,6486117.0,300619.0,21575842.0,Asia,05-03-2023
81.0,Kuwait,663456,,2570.0,,660237,,649,,151463.0,587.0,8455743.0,1930391.0,4380326.0,Asia,05-03-2023
82.0,Dominican Republic,660705,,4384.0,,644785,,11536,4,59758.0,397.0,3740928.0,338350.0,11056370.0,North America,05-03-2023
83.0,Cyprus,650685,,1330.0,,644185,,5170,60,531872.0,1087.0,9640118.0,7879860.0,1223387.0,Asia,05-03-2023
84.0,Myanmar,633946,1.0,19490.0,,614410,+1,46,,11479.0,353.0,10071815.0,182371.0,55227143.0,Asia,05-03-2023
85.0,Palestine,621008,,5404.0,,615445,,159,17,116173.0,1011.0,3078533.0,575907.0,5345541.0,Asia,05-03-2023
86.0,Estonia,615119,,2940.0,,524990,,87189,3,465326.0,2224.0,3675293.0,2780290.0,1321910.0,Europe,05-03-2023
87.0,Moldova,607450,,11988.0,,504142,,91320,49,151364.0,2987.0,3216305.0,801437.0,4013171.0,Europe,05-03-2023
88.0,Venezuela,552125,74.0,5854.0,,545917,+10,354,36,18865.0,200.0,3359014.0,114771.0,29266991.0,South America,05-03-2023
89.0,Egypt,515698,,24613.0,,442182,,48903,122,4858.0,232.0,3693367.0,34792.0,106156692.0,Africa,05-03-2023
90.0,Libya,507174,,6437.0,,500734,,3,,72034.0,914.0,2483676.0,352758.0,7040745.0,Africa,05-03-2023
91.0,China,503302,,5272.0,,379053,,118977,7557,347.0,4.0,160000000.0,110461.0,1448471400.0,Asia,05-03-2023
92.0,Ethiopia,500050,11.0,7572.0,,487301,+8,5177,1,4139.0,63.0,5493535.0,45472.0,120812698.0,Africa,05-03-2023
93.0,Qatar,494613,236.0,687.0,1.0,493435,+210,491,32,165982.0,231.0,4065369.0,1364257.0,2979915.0,Asia,05-03-2023
94.0,Réunion,486588,,921.0,,418572,,67095,10,535854.0,1014.0,1603660.0,1766027.0,908061.0,Africa,05-03-2023
95.0,Honduras,472219,,11111.0,,-,-,-,105,46200.0,1087.0,1635233.0,159984.0,10221247.0,North America,05-03-2023
96.0,Armenia,446819,,8721.0,,435162,,2936,,150345.0,2934.0,3242901.0,1091164.0,2971966.0,Asia,05-03-2023
97.0,Bosnia and Herzegovina,401636,,16279.0,,379084,,6273,,123606.0,5010.0,1884721.0,580036.0,3249317.0,Europe,05-03-2023
98.0,Oman,399449,,4628.0,,384669,,10152,2,75028.0,869.0,25000000.0,4695724.0,5323993.0,Asia,05-03-2023
99.0,North Macedonia,346852,,9662.0,,337068,,122,,166651.0,4642.0,2226216.0,1069626.0,2081304.0,Europe,05-03-2023
100.0,Zambia,343135,12.0,4057.0,,338854,+26,224,,17624.0,208.0,3943335.0,202531.0,19470234.0,Africa,05-03-2023
101.0,Kenya,342919,,5688.0,,337216,,15,1,6100.0,101.0,3967062.0,70569.0,56215221.0,Africa,05-03-2023
102.0,Albania,334427,,3597.0,,329169,,1661,,116672.0,1255.0,1941032.0,677173.0,2866374.0,Europe,05-03-2023
103.0,Botswana,329727,,2801.0,,326868,,58,1,135070.0,1147.0,2026898.0,830300.0,2441162.0,Africa,05-03-2023
104.0,Luxembourg,297757,,1133.0,,288991,,7633,,463528.0,1764.0,4412567.0,6869188.0,642371.0,Europe,05-03-2023
105.0,Montenegro,288552,,2805.0,,285130,,617,6,459514.0,4467.0,2720118.0,4331743.0,627950.0,Europe,05-03-2023
106.0,Brunei,278698,,225.0,,243601,,34872,,625682.0,505.0,717784.0,1611437.0,445431.0,Asia,05-03-2023
107.0,Algeria,271477,8.0,6881.0,,182803,+4,81793,,5986.0,152.0,230861.0,5091.0,45350148.0,Africa,05-03-2023
108.0,Nigeria,266598,,3155.0,,259917,,3526,11,1230.0,15.0,5708974.0,26339.0,216746934.0,Africa,05-03-2023
109.0,Zimbabwe,264127,,5668.0,,257839,,620,12,17228.0,370.0,2525756.0,164744.0,15331428.0,Africa,05-03-2023
110.0,Uzbekistan,251071,,1637.0,,241486,,7948,23,7302.0,48.0,1377915.0,40077.0,34382084.0,Asia,05-03-2023
111.0,Mozambique,233098,,2242.0,,228805,,2051,11,7044.0,68.0,1371127.0,41437.0,33089461.0,Africa,05-03-2023
112.0,Martinique,229807,,1098.0,,-,-,-,12,614314.0,2935.0,828928.0,2215870.0,374087.0,North America,05-03-2023
113.0,Laos,218020,1.0,758.0,,-,-,-,,29143.0,101.0,1233207.0,164845.0,7481023.0,Asia,05-03-2023
114.0,Afghanistan,209394,24.0,7896.0,,191233,+52,10265,45,5138.0,194.0,1202290.0,29501.0,40754388.0,Asia,05-03-2023
115.0,Iceland,209093,,229.0,,-,-,-,2,605377.0,663.0,1996384.0,5780036.0,345393.0,Europe,05-03-2023
116.0,Kyrgyzstan,206673,,2991.0,,196406,,7276,131,30717.0,445.0,1907195.0,283460.0,6728271.0,Asia,05-03-2023
117.0,Guadeloupe,201852,,1010.0,,-,-,-,19,504890.0,2526.0,938039.0,2346306.0,399794.0,North America,05-03-2023
118.0,El Salvador,201785,,4230.0,,179410,,18145,8,30805.0,646.0,2610114.0,398467.0,6550389.0,North America,05-03-2023
119.0,Trinidad and Tobago,189296,,4347.0,,184553,,396,8,134578.0,3090.0,898169.0,638546.0,1406585.0,North America,05-03-2023
120.0,Maldives,185732,,311.0,,163687,,21734,25,343322.0,575.0,2213831.0,4092223.0,540985.0,Asia,05-03-2023
121.0,Ghana,171209,37.0,1462.0,,169720,+23,27,2,5285.0,45.0,2529956.0,78096.0,32395450.0,Africa,05-03-2023
122.0,Namibia,171156,,4090.0,,166776,,290,,64983.0,1553.0,1062663.0,403460.0,2633874.0,Africa,05-03-2023
123.0,Uganda,170504,,3630.0,,100431,,66443,3,3520.0,75.0,3012408.0,62198.0,48432863.0,Africa,05-03-2023
124.0,Jamaica,154196,,3502.0,,102393,,48301,,51655.0,1173.0,1183986.0,396633.0,2985094.0,North America,05-03-2023
125.0,Cambodia,138719,,3056.0,,135658,,5,,8080.0,178.0,3091420.0,180062.0,17168639.0,Asia,05-03-2023
126.0,Rwanda,133180,,1468.0,,131634,,78,,9792.0,108.0,6021981.0,442778.0,13600464.0,Africa,05-03-2023
127.0,Cameroon,124392,,1965.0,,122344,,83,13,4457.0,70.0,1751774.0,62762.0,27911548.0,Africa,05-03-2023
128.0,Malta,117477,,827.0,,116028,,622,4,264568.0,1862.0,2117102.0,4767893.0,444033.0,Europe,05-03-2023
129.0,Barbados,106645,,575.0,,106057,,13,,370266.0,1996.0,794426.0,2758203.0,288023.0,North America,05-03-2023
130.0,Angola,105277,,1933.0,,103317,,27,,3006.0,55.0,1499795.0,42818.0,35027343.0,Africa,05-03-2023
131.0,Channel Islands,101382,,227.0,,101029,,126,,574523.0,1286.0,1252808.0,7099551.0,176463.0,Europe,05-03-2023
132.0,French Guiana,98041,,420.0,,11254,,86367,6,312065.0,1337.0,651257.0,2072951.0,314169.0,South America,05-03-2023
133.0,DRC,95749,,1464.0,,84321,,9964,,1005.0,15.0,846704.0,8890.0,95240792.0,Africa,05-03-2023
134.0,Senegal,88921,,1971.0,,86947,,3,,5037.0,112.0,1146543.0,64946.0,17653671.0,Africa,05-03-2023
135.0,Malawi,88702,,2686.0,,85580,,436,67,4395.0,133.0,624784.0,30959.0,20180839.0,Africa,05-03-2023
136.0,Ivory Coast,88240,,834.0,,87375,,31,,3181.0,30.0,1680188.0,60564.0,27742298.0,Africa,05-03-2023
137.0,Suriname,82467,,1404.0,,-,-,-,,138175.0,2352.0,241357.0,404398.0,596831.0,South America,05-03-2023
138.0,New Caledonia,79881,,314.0,,79558,,9,9,274585.0,1079.0,98964.0,340182.0,290915.0,Australia/Oceania,05-03-2023
139.0,French Polynesia,77957,,649.0,,-,-,-,7,274338.0,2284.0,,,284164.0,Australia/Oceania,05-03-2023
140.0,Eswatini,74267,68.0,1425.0,2.0,72795,+69,47,,62682.0,1203.0,1048704.0,885119.0,1184817.0,Africa,05-03-2023
141.0,Guyana,73075,,1298.0,,71756,,21,,92029.0,1635.0,722237.0,909567.0,794045.0,South America,05-03-2023
142.0,Belize,70757,,688.0,,70056,,13,6,171661.0,1669.0,576016.0,1397453.0,412190.0,North America,05-03-2023
143.0,Fiji,68897,,883.0,,66860,,1154,,75755.0,971.0,668967.0,735560.0,909466.0,Australia/Oceania,05-03-2023
144.0,Madagascar,67889,24.0,1423.0,1.0,66445,+12,21,,2327.0,49.0,526651.0,18050.0,29178077.0,Africa,05-03-2023
145.0,Sudan,63809,,5013.0,,58460,,336,,1387.0,109.0,562941.0,12240.0,45992020.0,Africa,05-03-2023
146.0,Mauritania,63668,,997.0,,62441,,230,,12988.0,203.0,1009957.0,206030.0,4901981.0,Africa,05-03-2023
147.0,Cabo Verde,63244,,413.0,,62773,,58,23,111408.0,728.0,401622.0,707482.0,567678.0,Africa,05-03-2023
148.0,Bhutan,62620,,21.0,,61564,,1035,,79473.0,27.0,2303734.0,2923739.0,787941.0,Asia,05-03-2023
149.0,Syria,57467,,3164.0,,54303,,0,,2968.0,163.0,146269.0,7553.0,19364809.0,Asia,05-03-2023
150.0,Burundi,53631,,38.0,,53569,,24,,4248.0,3.0,345742.0,27386.0,12624840.0,Africa,05-03-2023
151.0,Seychelles,50665,,172.0,,50440,,53,,509575.0,1730.0,,,99426.0,Africa,05-03-2023
152.0,Gabon,48981,,306.0,,48674,,1,,21008.0,131.0,1621909.0,695641.0,2331533.0,Africa,05-03-2023
153.0,Andorra,47875,,165.0,,47563,,147,14,618037.0,2130.0,249838.0,3225256.0,77463.0,Europe,05-03-2023
154.0,Papua New Guinea,46809,,670.0,,43982,,2157,7,5037.0,72.0,249149.0,26813.0,9292169.0,Australia/Oceania,05-03-2023
155.0,Curaçao,45986,,295.0,,44720,,971,3,277812.0,1782.0,496693.0,3000640.0,165529.0,North America,05-03-2023
156.0,Aruba,44044,,236.0,,42438,,1370,2,409297.0,2193.0,177885.0,1653068.0,107609.0,North America,05-03-2023
157.0,Tanzania,42846,,846.0,,-,-,-,7,677.0,13.0,,,63298550.0,Africa,05-03-2023
158.0,Mayotte,42004,,188.0,,-,-,-,,146734.0,657.0,176919.0,618038.0,286259.0,Africa,05-03-2023
159.0,Mauritius,41752,,1043.0,,40030,,679,,32754.0,818.0,358675.0,281374.0,1274727.0,Africa,05-03-2023
160.0,Togo,39394,4.0,290.0,,39081,+3,23,,4538.0,33.0,808655.0,93154.0,8680837.0,Africa,05-03-2023
161.0,Guinea,38267,,467.0,,37757,,43,8,2760.0,34.0,660107.0,47607.0,13865691.0,Africa,05-03-2023
162.0,Isle of Man,38008,,116.0,,-,-,-,,443335.0,1353.0,150753.0,1758422.0,85732.0,Europe,05-03-2023
163.0,Bahamas,37491,,833.0,,36366,,292,1,93607.0,2080.0,257839.0,643767.0,400516.0,North America,05-03-2023
164.0,Lesotho,34790,,723.0,,25980,,8087,,15990.0,332.0,431221.0,198199.0,2175699.0,Africa,05-03-2023
165.0,Faeroe Islands,34658,,28.0,,-,-,-,5,703959.0,569.0,778000.0,15802409.0,49233.0,Europe,05-03-2023
166.0,Haiti,34202,,860.0,,33052,,290,,2928.0,74.0,132422.0,11337.0,11680283.0,North America,05-03-2023
167.0,Mali,33053,2.0,743.0,,32150,+5,160,,1539.0,35.0,796609.0,37097.0,21473764.0,Africa,05-03-2023
168.0,Cayman Islands,31472,,37.0,,8553,,22882,1,467797.0,550.0,222773.0,3311280.0,67277.0,North America,05-03-2023
169.0,Saint Lucia,30004,,409.0,,29095,,500,,162085.0,2209.0,210983.0,1139752.0,185113.0,North America,05-03-2023
170.0,Benin,27990,,163.0,,27825,,2,,2189.0,13.0,604310.0,47268.0,12784726.0,Africa,05-03-2023
171.0,Somalia,27324,,1361.0,,13182,,12781,,1622.0,81.0,400466.0,23778.0,16841795.0,Africa,05-03-2023
172.0,Congo,25375,,386.0,,24006,,983,,4377.0,67.0,347815.0,59991.0,5797805.0,Africa,05-03-2023
173.0,Solomon Islands,24575,,153.0,,-,-,-,1,34077.0,212.0,,,721159.0,Australia/Oceania,05-03-2023
174.0,Micronesia,23948,,61.0,,-,-,-,1,203832.0,519.0,54967.0,467848.0,117489.0,Australia/Oceania,05-03-2023
175.0,San Marino,23583,,122.0,,23276,,185,4,691888.0,3579.0,157634.0,4624732.0,34085.0,Europe,05-03-2023
176.0,Timor-Leste,23418,,138.0,,23102,,178,,17101.0,101.0,278529.0,203391.0,1369429.0,Asia,05-03-2023
177.0,Burkina Faso,22056,,396.0,,21596,,64,,998.0,18.0,248995.0,11265.0,22102838.0,Africa,05-03-2023
178.0,Liechtenstein,21426,,89.0,,21300,,37,1,558158.0,2318.0,112457.0,2929559.0,38387.0,Europe,05-03-2023
179.0,Gibraltar,20433,,111.0,,16579,,3743,,606249.0,3293.0,534283.0,15852213.0,33704.0,Europe,05-03-2023
180.0,Grenada,19680,,238.0,,19358,,84,4,173430.0,2097.0,182981.0,1612523.0,113475.0,North America,05-03-2023
181.0,Bermuda,18814,,160.0,,18638,,16,,303750.0,2583.0,1027859.0,16594698.0,61939.0,North America,05-03-2023
182.0,Nicaragua,18491,,225.0,,4225,,14041,,2728.0,33.0,,,6779100.0,North America,05-03-2023
183.0,South Sudan,18368,,138.0,,18115,,115,1,1581.0,12.0,410280.0,35313.0,11618511.0,Africa,05-03-2023
184.0,Tajikistan,17786,,125.0,,17264,,397,,1786.0,13.0,,,9957464.0,Asia,05-03-2023
185.0,Equatorial Guinea,17229,,183.0,,16907,,139,5,11512.0,122.0,365697.0,244342.0,1496662.0,Africa,05-03-2023
186.0,Tonga,16807,,13.0,,15638,,1156,,155983.0,121.0,535009.0,4965327.0,107749.0,Australia/Oceania,05-03-2023
187.0,Samoa,16607,,29.0,,1605,,14973,,82116.0,143.0,187397.0,926612.0,202239.0,Australia/Oceania,05-03-2023
188.0,Monaco,16115,,67.0,,15992,,56,4,405073.0,1684.0,78646.0,1976875.0,39783.0,Europe,05-03-2023
189.0,Dominica,15760,,74.0,,15673,,13,,217848.0,1023.0,229344.0,3170187.0,72344.0,North America,05-03-2023
190.0,Djibouti,15690,,189.0,,15427,,74,,15441.0,186.0,305941.0,301094.0,1016097.0,Africa,05-03-2023
191.0,Marshall Islands,15618,,17.0,,15528,,73,,260053.0,283.0,,,60057.0,Australia/Oceania,05-03-2023
192.0,CAR,15368,,113.0,,15200,,55,2,3063.0,23.0,81294.0,16205.0,5016678.0,Africa,05-03-2023
193.0,Gambia,12586,,372.0,,12189,,25,,4919.0,145.0,155686.0,60851.0,2558482.0,Africa,05-03-2023
194.0,Saint Martin,12257,,63.0,,1399,,10795,7,308507.0,1586.0,112382.0,2828643.0,39730.0,North America,05-03-2023
195.0,Vanuatu,12014,,14.0,,11976,,24,,37330.0,44.0,24976.0,77606.0,321832.0,Australia/Oceania,05-03-2023
196.0,Greenland,11971,,21.0,,2761,,9189,4,210117.0,369.0,164926.0,2894810.0,56973.0,North America,05-03-2023
197.0,Yemen,11945,,2159.0,,9124,,662,23,383.0,69.0,329592.0,10579.0,31154867.0,Asia,05-03-2023
198.0,Caribbean Netherlands,11676,,38.0,,10476,,1162,,438173.0,1426.0,30126.0,1130559.0,26647.0,North America,05-03-2023
199.0,Sint Maarten,11020,,91.0,,10905,,24,-,250648.0,2070.0,62056.0,1411454.0,43966.0,North America,05-03-2023
200.0,Eritrea,10189,,103.0,,10086,,0,,2782.0,28.0,23693.0,6470.0,3662244.0,Africa,05-03-2023
201.0,Niger,9931,,312.0,,8890,,729,1,381.0,12.0,254538.0,9759.0,26083660.0,Africa,05-03-2023
202.0,St. Vincent Grenadines,9589,,123.0,,9466,,0,,85961.0,1103.0,113703.0,1019292.0,111551.0,North America,05-03-2023
203.0,Antigua and Barbuda,9106,,146.0,,8954,,6,1,91509.0,1467.0,18901.0,189943.0,99509.0,North America,05-03-2023
204.0,Comoros,9001,,161.0,,8838,,2,,9919.0,177.0,,,907419.0,Africa,05-03-2023
