"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,DateCollected
Vietnam,11526966,0.0,43186.0,0.0,10614790.0,0.0,868990.0,116489.0,436.0,85826548.0,867342.0,98953541.0,Asia,06-03-2023
Australia,11385534,0.0,19459.0,0.0,11332576.0,0.0,33499.0,436750.0,746.0,78835048.0,3024116.0,26068792.0,Australia/Oceania,06-03-2023
Taiwan,10112119,7082.0,18248.0,45.0,9824044.0,20441.0,269827.0,423303.0,764.0,30742304.0,1286903.0,23888595.0,Asia,06-03-2023
Argentina,10044125,0.0,130463.0,0.0,9909866.0,0.0,3796.0,218302.0,2836.0,35716069.0,776264.0,46010234.0,South America,06-03-2023
Netherlands,8598966,784.0,22992.0,0.0,8560677.0,381.0,15297.0,499607.0,1336.0,25984435.0,1509718.0,17211447.0,Europe,06-03-2023
Iran,7570743,511.0,144902.0,9.0,7339796.0,92.0,86045.0,88009.0,1684.0,55353767.0,643478.0,86022837.0,Asia,06-03-2023
Mexico,7470653,525.0,333100.0,4.0,6706771.0,2912.0,430782.0,56784.0,2532.0,19572325.0,148768.0,131562772.0,North America,06-03-2023
Indonesia,6737303,144.0,160932.0,2.0,6573403.0,218.0,2968.0,24136.0,577.0,114158919.0,408975.0,279134505.0,Asia,06-03-2023
Poland,6432765,450.0,118952.0,0.0,5335940.0,0.0,977873.0,170450.0,3152.0,38311975.0,1015161.0,37739785.0,Europe,06-03-2023
Colombia,6360089,0.0,142629.0,0.0,6183658.0,0.0,33802.0,123466.0,2769.0,36951507.0,717327.0,51512762.0,South America,06-03-2023
Austria,5943460,2524.0,21939.0,5.0,5868274.0,5358.0,53247.0,655526.0,2420.0,211273524.0,23302116.0,9066710.0,Europe,06-03-2023
Greece,5871458,0.0,36185.0,0.0,5816944.0,2619.0,18329.0,569125.0,3507.0,102228365.0,9909078.0,10316637.0,Europe,06-03-2023
Portugal,5568084,0.0,26180.0,0.0,5538074.0,0.0,3830.0,549090.0,2582.0,45980330.0,4534294.0,10140570.0,Europe,06-03-2023
Ukraine,5389439,0.0,111235.0,0.0,5265577.0,0.0,12627.0,124778.0,2575.0,32603805.0,754855.0,43192122.0,Europe,06-03-2023
Chile,5182360,2031.0,64247.0,17.0,5111313.0,2710.0,6800.0,269211.0,3337.0,48526135.0,2520813.0,19250195.0,South America,06-03-2023
Malaysia,5043978,188.0,36966.0,0.0,4997801.0,181.0,9211.0,152014.0,1114.0,68261996.0,2057257.0,33181072.0,Asia,06-03-2023
Israel,4801511,0.0,12307.0,0.0,4781252.0,0.0,7952.0,514852.0,1320.0,41373364.0,4436346.0,9326000.0,Asia,06-03-2023
DPRK,4772813,0.0,74.0,0.0,4772739.0,0.0,0.0,183636.0,3.0,0.0,0.0,25990679.0,Asia,06-03-2023
Thailand,4728182,147.0,33918.0,7.0,4692636.0,0.0,1628.0,67470.0,484.0,17270775.0,246450.0,70078203.0,Asia,06-03-2023
Belgium,4727795,0.0,33775.0,0.0,4662420.0,792.0,31600.0,405184.0,2895.0,36752058.0,3149741.0,11668278.0,Europe,06-03-2023
Czechia,4614150,119.0,42481.0,6.0,4563866.0,1063.0,7803.0,429752.0,3957.0,57018828.0,5310606.0,10736784.0,Europe,06-03-2023
Canada,4600615,1352.0,51447.0,28.0,4508184.0,1530.0,40984.0,119844.0,1340.0,66343123.0,1728207.0,38388419.0,North America,06-03-2023
Peru,4486832,0.0,219493.0,0.0,4265276.0,0.0,2063.0,133203.0,6516.0,38089514.0,1130783.0,33684208.0,South America,06-03-2023
Switzerland,4391007,0.0,14452.0,0.0,4373026.0,0.0,3529.0,500477.0,1647.0,23833472.0,2716487.0,8773637.0,Europe,06-03-2023
Philippines,4077096,104.0,66160.0,7.0,4002009.0,103.0,8927.0,36238.0,588.0,34642735.0,307911.0,112508994.0,Asia,06-03-2023
South Africa,4065857,968.0,102595.0,0.0,3912506.0,0.0,50756.0,66921.0,1689.0,26795090.0,441027.0,60756135.0,Africa,06-03-2023
Romania,3346046,5704.0,67736.0,32.0,3263301.0,0.0,15009.0,175818.0,3559.0,26750616.0,1405609.0,19031335.0,Europe,06-03-2023
Denmark,3175554,45.0,8284.0,3.0,3166397.0,54.0,873.0,544230.0,1420.0,129203437.0,22143024.0,5834950.0,Europe,06-03-2023
Hong Kong,2883715,15.0,13466.0,3.0,2862643.0,3282.0,7606.0,379222.0,1771.0,76127725.0,10011143.0,7604299.0,Asia,06-03-2023
Sweden,2698535,0.0,23703.0,0.0,2671785.0,184.0,3047.0,264071.0,2320.0,19477620.0,1906026.0,10218971.0,Europe,06-03-2023
Serbia,2497248,953.0,17864.0,9.0,2464816.0,573.0,14568.0,288599.0,2064.0,12441138.0,1437781.0,8653016.0,Europe,06-03-2023
Iraq,2465545,0.0,25375.0,0.0,2439497.0,0.0,673.0,58474.0,602.0,19544451.0,463523.0,42164965.0,Asia,06-03-2023
Singapore,2230570,0.0,1722.0,0.0,2149583.0,0.0,79265.0,375293.0,290.0,24756666.0,4165302.0,5943546.0,Asia,06-03-2023
New Zealand,2228291,1634.0,3922.0,3.0,2214316.0,1280.0,10053.0,454920.0,801.0,7768604.0,1586011.0,4898203.0,Australia/Oceania,06-03-2023
Hungary,2195926,0.0,48751.0,0.0,2143184.0,0.0,3991.0,228593.0,5075.0,11394556.0,1186160.0,9606259.0,Europe,06-03-2023
Bangladesh,2037829,0.0,29445.0,0.0,1998448.0,0.0,9936.0,12138.0,175.0,15254399.0,90862.0,167885689.0,Asia,06-03-2023
Slovakia,1863419,21.0,21031.0,1.0,1841122.0,12.0,1266.0,341273.0,3852.0,7406005.0,1356363.0,5460193.0,Europe,06-03-2023
Georgia,1825598,0.0,16965.0,0.0,1776548.0,0.0,32085.0,459995.0,4275.0,16920079.0,4263340.0,3968738.0,Asia,06-03-2023
Jordan,1746997,0.0,14122.0,0.0,1731007.0,0.0,1868.0,169597.0,1371.0,17201885.0,1669945.0,10300869.0,Asia,06-03-2023
Ireland,1703850,0.0,8691.0,0.0,1692863.0,11.0,2296.0,339399.0,1731.0,13036159.0,2596741.0,5020199.0,Europe,06-03-2023
Pakistan,1577214,50.0,30643.0,0.0,1538689.0,0.0,7882.0,6873.0,134.0,30570862.0,133213.0,229488994.0,Asia,06-03-2023
Norway,1479334,75.0,5213.0,0.0,1473396.0,25.0,725.0,268415.0,946.0,11002430.0,1996315.0,5511370.0,Europe,06-03-2023
Finland,1462976,0.0,8936.0,0.0,1452239.0,72.0,1801.0,263364.0,1609.0,12047792.0,2168835.0,5554960.0,Europe,06-03-2023
Kazakhstan,1408124,0.0,13846.0,0.0,1383020.0,0.0,11258.0,73321.0,721.0,11575012.0,602707.0,19205043.0,Asia,06-03-2023
Slovenia,1329998,121.0,7074.0,0.0,1318458.0,1.0,4466.0,640027.0,3404.0,2839516.0,1366443.0,2078034.0,Europe,06-03-2023
Lithuania,1306387,60.0,9594.0,0.0,1291050.0,589.0,5743.0,490808.0,3604.0,10383613.0,3901109.0,2661708.0,Europe,06-03-2023
Bulgaria,1297243,181.0,38219.0,0.0,1256028.0,165.0,2996.0,189528.0,5584.0,11066587.0,1616835.0,6844597.0,Europe,06-03-2023
Morocco,1272490,3.0,16296.0,0.0,1256151.0,10.0,43.0,33688.0,431.0,12992640.0,343969.0,37772756.0,Africa,06-03-2023
Croatia,1269326,334.0,17987.0,16.0,1250890.0,341.0,449.0,312697.0,4431.0,5521987.0,1360335.0,4059286.0,Europe,06-03-2023
Guatemala,1237575,11.0,20178.0,0.0,1216350.0,30.0,1047.0,66593.0,1086.0,6948424.0,373892.0,18584039.0,North America,06-03-2023
Lebanon,1232517,0.0,10840.0,0.0,1087587.0,0.0,134090.0,184375.0,1622.0,4795578.0,717380.0,6684849.0,Asia,06-03-2023
Costa Rica,1204164,0.0,9230.0,0.0,860711.0,0.0,334223.0,232358.0,1781.0,4659757.0,899158.0,5182354.0,North America,06-03-2023
Bolivia,1193970,62.0,22365.0,0.0,1159308.0,272.0,12297.0,99558.0,1865.0,2705422.0,225590.0,11992656.0,South America,06-03-2023
Tunisia,1150962,0.0,29331.0,0.0,,,,95542.0,2435.0,5002248.0,415240.0,12046656.0,Africa,06-03-2023
Cuba,1112631,6.0,8530.0,0.0,1104011.0,3.0,90.0,98414.0,754.0,14319601.0,1266588.0,11305652.0,North America,06-03-2023
Ecuador,1057121,0.0,36014.0,0.0,1020564.0,0.0,543.0,58361.0,1988.0,3082403.0,170173.0,18113361.0,South America,06-03-2023
UAE,1052784,265.0,2349.0,0.0,1035687.0,180.0,14748.0,104424.0,233.0,199341843.0,19772475.0,10081785.0,Asia,06-03-2023
Uruguay,1034303,0.0,7617.0,0.0,1026186.0,0.0,500.0,295852.0,2179.0,6114822.0,1749083.0,3496016.0,South America,06-03-2023
Panama,1031731,458.0,8609.0,5.0,1022524.0,225.0,598.0,232008.0,1936.0,7548346.0,1697416.0,4446964.0,North America,06-03-2023
Mongolia,1007897,0.0,2179.0,0.0,1005716.0,0.0,2.0,298364.0,645.0,4030048.0,1193000.0,3378078.0,Asia,06-03-2023
Nepal,1001149,0.0,12020.0,0.0,989124.0,1.0,5.0,33123.0,398.0,6014421.0,198984.0,30225582.0,Asia,06-03-2023
Belarus,994037,0.0,7118.0,0.0,985592.0,0.0,1327.0,105381.0,755.0,13646641.0,1446722.0,9432800.0,Europe,06-03-2023
Latvia,976162,13.0,6245.0,0.0,969563.0,12.0,354.0,527987.0,3378.0,7865783.0,4254449.0,1848837.0,Europe,06-03-2023
Saudi Arabia,829882,98.0,9617.0,0.0,817003.0,65.0,3262.0,23152.0,268.0,45164013.0,1259984.0,35844909.0,Asia,06-03-2023
Azerbaijan,828730,9.0,10129.0,0.0,818386.0,3.0,215.0,80458.0,983.0,7532959.0,731341.0,10300205.0,Asia,06-03-2023
Paraguay,808401,0.0,19878.0,0.0,,,,110651.0,2721.0,2657506.0,363751.0,7305843.0,South America,06-03-2023
Bahrain,709230,0.0,1552.0,0.0,706013.0,0.0,1665.0,397554.0,870.0,10744948.0,6023010.0,1783983.0,Asia,06-03-2023
Sri Lanka,672034,0.0,16830.0,0.0,655202.0,0.0,2.0,31148.0,780.0,6486117.0,300619.0,21575842.0,Asia,06-03-2023
Kuwait,663456,0.0,2570.0,0.0,660237.0,0.0,649.0,151463.0,587.0,8455743.0,1930391.0,4380326.0,Asia,06-03-2023
Dominican Republic,660705,0.0,4384.0,0.0,644785.0,0.0,11536.0,59758.0,397.0,3740928.0,338350.0,11056370.0,North America,06-03-2023
Cyprus,650685,0.0,1330.0,0.0,644185.0,0.0,5170.0,531872.0,1087.0,9640118.0,7879860.0,1223387.0,Asia,06-03-2023
Myanmar,633947,1.0,19490.0,0.0,614411.0,1.0,46.0,11479.0,353.0,10075024.0,182429.0,55227143.0,Asia,06-03-2023
Palestine,621008,0.0,5404.0,0.0,615445.0,0.0,159.0,116173.0,1011.0,3078533.0,575907.0,5345541.0,Asia,06-03-2023
Estonia,615118,0.0,2940.0,0.0,524990.0,0.0,87188.0,465325.0,2224.0,3675293.0,2780290.0,1321910.0,Europe,06-03-2023
Moldova,607450,0.0,11988.0,0.0,504142.0,0.0,91320.0,151364.0,2987.0,3216305.0,801437.0,4013171.0,Europe,06-03-2023
Venezuela,552154,29.0,5854.0,0.0,545921.0,4.0,379.0,18866.0,200.0,3359014.0,114771.0,29266991.0,South America,06-03-2023
Egypt,515698,0.0,24613.0,0.0,442182.0,0.0,48903.0,4858.0,232.0,3693367.0,34792.0,106156692.0,Africa,06-03-2023
Libya,507187,13.0,6437.0,0.0,500737.0,3.0,13.0,72036.0,914.0,2483812.0,352777.0,7040745.0,Africa,06-03-2023
China,503302,0.0,5272.0,0.0,379053.0,0.0,118977.0,347.0,4.0,160000000.0,110461.0,1448471400.0,Asia,06-03-2023
Ethiopia,500060,10.0,7572.0,0.0,487316.0,15.0,5172.0,4139.0,63.0,5494155.0,45477.0,120812698.0,Africa,06-03-2023
Qatar,494737,124.0,688.0,1.0,493640.0,205.0,409.0,166024.0,231.0,4065369.0,1364257.0,2979915.0,Asia,06-03-2023
Réunion,486588,0.0,921.0,0.0,418572.0,0.0,67095.0,535854.0,1014.0,1603660.0,1766027.0,908061.0,Africa,06-03-2023
Honduras,472219,0.0,11111.0,0.0,,,,46200.0,1087.0,1635233.0,159984.0,10221247.0,North America,06-03-2023
Armenia,446819,0.0,8721.0,0.0,435162.0,0.0,2936.0,150345.0,2934.0,3242901.0,1091164.0,2971966.0,Asia,06-03-2023
Bosnia and Herzegovina,401636,0.0,16279.0,0.0,379084.0,0.0,6273.0,123606.0,5010.0,1884721.0,580036.0,3249317.0,Europe,06-03-2023
Oman,399449,0.0,4628.0,0.0,384669.0,0.0,10152.0,75028.0,869.0,25000000.0,4695724.0,5323993.0,Asia,06-03-2023
North Macedonia,346852,0.0,9662.0,0.0,337068.0,0.0,122.0,166651.0,4642.0,2226216.0,1069626.0,2081304.0,Europe,06-03-2023
Zambia,343135,0.0,4057.0,0.0,338854.0,0.0,224.0,17624.0,208.0,3943335.0,202531.0,19470234.0,Africa,06-03-2023
Kenya,342919,0.0,5688.0,0.0,337216.0,0.0,15.0,6100.0,101.0,3967062.0,70569.0,56215221.0,Africa,06-03-2023
Albania,334427,0.0,3597.0,0.0,329169.0,0.0,1661.0,116672.0,1255.0,1941032.0,677173.0,2866374.0,Europe,06-03-2023
Botswana,329727,0.0,2801.0,0.0,326868.0,0.0,58.0,135070.0,1147.0,2026898.0,830300.0,2441162.0,Africa,06-03-2023
Luxembourg,297757,0.0,1133.0,0.0,288991.0,0.0,7633.0,463528.0,1764.0,4412567.0,6869188.0,642371.0,Europe,06-03-2023
Montenegro,288630,78.0,2807.0,2.0,285130.0,0.0,693.0,459639.0,4470.0,2721065.0,4333251.0,627950.0,Europe,06-03-2023
Brunei,278698,0.0,225.0,0.0,243601.0,0.0,34872.0,625682.0,505.0,717784.0,1611437.0,445431.0,Asia,06-03-2023
Algeria,271477,0.0,6881.0,0.0,182804.0,1.0,81792.0,5986.0,152.0,230861.0,5091.0,45350148.0,Africa,06-03-2023
Nigeria,266598,0.0,3155.0,0.0,259917.0,0.0,3526.0,1230.0,15.0,5708974.0,26339.0,216746934.0,Africa,06-03-2023
Zimbabwe,264127,0.0,5668.0,0.0,257839.0,0.0,620.0,17228.0,370.0,2525756.0,164744.0,15331428.0,Africa,06-03-2023
Uzbekistan,251071,0.0,1637.0,0.0,241486.0,0.0,7948.0,7302.0,48.0,1377915.0,40077.0,34382084.0,Asia,06-03-2023
Mozambique,233098,0.0,2242.0,0.0,228805.0,0.0,2051.0,7044.0,68.0,1371127.0,41437.0,33089461.0,Africa,06-03-2023
Martinique,229807,0.0,1098.0,0.0,,,,614314.0,2935.0,828928.0,2215870.0,374087.0,North America,06-03-2023
Laos,218020,0.0,758.0,0.0,,,,29143.0,101.0,1233207.0,164845.0,7481023.0,Asia,06-03-2023
Afghanistan,209415,21.0,7896.0,0.0,191243.0,10.0,10276.0,5138.0,194.0,1202868.0,29515.0,40754388.0,Asia,06-03-2023
Iceland,209093,0.0,229.0,0.0,,,,605377.0,663.0,1996384.0,5780036.0,345393.0,Europe,06-03-2023
Kyrgyzstan,206673,0.0,2991.0,0.0,196406.0,0.0,7276.0,30717.0,445.0,1907195.0,283460.0,6728271.0,Asia,06-03-2023
Guadeloupe,201852,0.0,1010.0,0.0,,,,504890.0,2526.0,938039.0,2346306.0,399794.0,North America,06-03-2023
El Salvador,201785,0.0,4230.0,0.0,179410.0,0.0,18145.0,30805.0,646.0,2610114.0,398467.0,6550389.0,North America,06-03-2023
Trinidad and Tobago,189296,0.0,4347.0,0.0,184553.0,0.0,396.0,134578.0,3090.0,898169.0,638546.0,1406585.0,North America,06-03-2023
Maldives,185738,6.0,311.0,0.0,163687.0,0.0,21740.0,343333.0,575.0,2213831.0,4092223.0,540985.0,Asia,06-03-2023
Ghana,171209,0.0,1462.0,0.0,169720.0,0.0,27.0,5285.0,45.0,2529956.0,78096.0,32395450.0,Africa,06-03-2023
Namibia,171156,0.0,4090.0,0.0,166776.0,0.0,290.0,64983.0,1553.0,1062663.0,403460.0,2633874.0,Africa,06-03-2023
Uganda,170504,0.0,3630.0,0.0,100431.0,0.0,66443.0,3520.0,75.0,3012408.0,62198.0,48432863.0,Africa,06-03-2023
Jamaica,154196,0.0,3502.0,0.0,102393.0,0.0,48301.0,51655.0,1173.0,1183986.0,396633.0,2985094.0,North America,06-03-2023
Cambodia,138719,0.0,3056.0,0.0,135658.0,0.0,5.0,8080.0,178.0,3091420.0,180062.0,17168639.0,Asia,06-03-2023
Rwanda,133180,0.0,1468.0,0.0,131634.0,0.0,78.0,9792.0,108.0,6021981.0,442778.0,13600464.0,Africa,06-03-2023
Cameroon,124392,0.0,1965.0,0.0,122344.0,0.0,83.0,4457.0,70.0,1751774.0,62762.0,27911548.0,Africa,06-03-2023
Malta,117610,133.0,828.0,1.0,116117.0,89.0,665.0,264868.0,1865.0,2119315.0,4772877.0,444033.0,Europe,06-03-2023
Barbados,106645,0.0,575.0,0.0,106057.0,0.0,13.0,370266.0,1996.0,794426.0,2758203.0,288023.0,North America,06-03-2023
Angola,105277,0.0,1933.0,0.0,103317.0,0.0,27.0,3006.0,55.0,1499795.0,42818.0,35027343.0,Africa,06-03-2023
Channel Islands,101382,0.0,227.0,0.0,101029.0,0.0,126.0,574523.0,1286.0,1252808.0,7099551.0,176463.0,Europe,06-03-2023
French Guiana,98041,0.0,420.0,0.0,11254.0,0.0,86367.0,312065.0,1337.0,651257.0,2072951.0,314169.0,South America,06-03-2023
DRC,95749,0.0,1464.0,0.0,84321.0,0.0,9964.0,1005.0,15.0,846704.0,8890.0,95240792.0,Africa,06-03-2023
Senegal,88921,0.0,1971.0,0.0,86947.0,0.0,3.0,5037.0,112.0,1146543.0,64946.0,17653671.0,Africa,06-03-2023
Malawi,88702,0.0,2686.0,0.0,85580.0,0.0,436.0,4395.0,133.0,624784.0,30959.0,20180839.0,Africa,06-03-2023
Ivory Coast,88246,6.0,834.0,0.0,87385.0,10.0,27.0,3181.0,30.0,1680513.0,60576.0,27742298.0,Africa,06-03-2023
Suriname,82467,0.0,1404.0,0.0,,,,138175.0,2352.0,241357.0,404398.0,596831.0,South America,06-03-2023
New Caledonia,79881,0.0,314.0,0.0,79558.0,0.0,9.0,274585.0,1079.0,98964.0,340182.0,290915.0,Australia/Oceania,06-03-2023
French Polynesia,77957,0.0,649.0,0.0,,,,274338.0,2284.0,0.0,0.0,284164.0,Australia/Oceania,06-03-2023
Eswatini,74267,0.0,1425.0,0.0,72795.0,0.0,47.0,62682.0,1203.0,1048704.0,885119.0,1184817.0,Africa,06-03-2023
Guyana,73075,0.0,1298.0,0.0,71756.0,0.0,21.0,92029.0,1635.0,722237.0,909567.0,794045.0,South America,06-03-2023
Belize,70757,0.0,688.0,0.0,70056.0,0.0,13.0,171661.0,1669.0,576016.0,1397453.0,412190.0,North America,06-03-2023
Fiji,68897,0.0,883.0,0.0,66860.0,0.0,1154.0,75755.0,971.0,668967.0,735560.0,909466.0,Australia/Oceania,06-03-2023
Madagascar,67889,0.0,1423.0,0.0,66445.0,0.0,21.0,2327.0,49.0,526651.0,18050.0,29178077.0,Africa,06-03-2023
Sudan,63809,0.0,5013.0,0.0,58468.0,8.0,328.0,1387.0,109.0,562941.0,12240.0,45992020.0,Africa,06-03-2023
Mauritania,63668,0.0,997.0,0.0,62441.0,0.0,230.0,12988.0,203.0,1009957.0,206030.0,4901981.0,Africa,06-03-2023
Cabo Verde,63244,0.0,413.0,0.0,62773.0,0.0,58.0,111408.0,728.0,401622.0,707482.0,567678.0,Africa,06-03-2023
Bhutan,62620,0.0,21.0,0.0,61564.0,0.0,1035.0,79473.0,27.0,2303734.0,2923739.0,787941.0,Asia,06-03-2023
Syria,57467,0.0,3164.0,0.0,54303.0,0.0,0.0,2968.0,163.0,146269.0,7553.0,19364809.0,Asia,06-03-2023
Burundi,53631,0.0,38.0,0.0,53569.0,0.0,24.0,4248.0,3.0,345742.0,27386.0,12624840.0,Africa,06-03-2023
Seychelles,50665,0.0,172.0,0.0,50440.0,0.0,53.0,509575.0,1730.0,0.0,0.0,99426.0,Africa,06-03-2023
Gabon,48981,0.0,306.0,0.0,48674.0,0.0,1.0,21008.0,131.0,1621909.0,695641.0,2331533.0,Africa,06-03-2023
Andorra,47875,0.0,165.0,0.0,47563.0,0.0,147.0,618037.0,2130.0,249838.0,3225256.0,77463.0,Europe,06-03-2023
Papua New Guinea,46809,0.0,670.0,0.0,43982.0,0.0,2157.0,5037.0,72.0,249149.0,26813.0,9292169.0,Australia/Oceania,06-03-2023
Curaçao,45986,0.0,295.0,0.0,44720.0,0.0,971.0,277812.0,1782.0,496693.0,3000640.0,165529.0,North America,06-03-2023
Aruba,44044,0.0,236.0,0.0,42438.0,0.0,1370.0,409297.0,2193.0,177885.0,1653068.0,107609.0,North America,06-03-2023
Tanzania,42846,0.0,846.0,0.0,,,,677.0,13.0,0.0,0.0,63298550.0,Africa,06-03-2023
Mayotte,42004,0.0,188.0,0.0,,,,146734.0,657.0,176919.0,618038.0,286259.0,Africa,06-03-2023
Mauritius,41752,0.0,1043.0,0.0,40030.0,0.0,679.0,32754.0,818.0,358675.0,281374.0,1274727.0,Africa,06-03-2023
Togo,39394,0.0,290.0,0.0,39081.0,0.0,23.0,4538.0,33.0,808655.0,93154.0,8680837.0,Africa,06-03-2023
Guinea,38267,0.0,467.0,0.0,37757.0,0.0,43.0,2760.0,34.0,660107.0,47607.0,13865691.0,Africa,06-03-2023
Isle of Man,38008,0.0,116.0,0.0,,,,443335.0,1353.0,150753.0,1758422.0,85732.0,Europe,06-03-2023
Bahamas,37491,0.0,833.0,0.0,36366.0,0.0,292.0,93607.0,2080.0,257839.0,643767.0,400516.0,North America,06-03-2023
Lesotho,34790,0.0,723.0,0.0,25980.0,0.0,8087.0,15990.0,332.0,431221.0,198199.0,2175699.0,Africa,06-03-2023
Faeroe Islands,34658,0.0,28.0,0.0,,,,703959.0,569.0,778000.0,15802409.0,49233.0,Europe,06-03-2023
Haiti,34202,0.0,860.0,0.0,33052.0,0.0,290.0,2928.0,74.0,132422.0,11337.0,11680283.0,North America,06-03-2023
Mali,33056,3.0,743.0,0.0,32180.0,30.0,133.0,1539.0,35.0,796730.0,37102.0,21473764.0,Africa,06-03-2023
Cayman Islands,31472,0.0,37.0,0.0,8553.0,0.0,22882.0,467797.0,550.0,222773.0,3311280.0,67277.0,North America,06-03-2023
Saint Lucia,30004,0.0,409.0,0.0,29095.0,0.0,500.0,162085.0,2209.0,210983.0,1139752.0,185113.0,North America,06-03-2023
Benin,27990,0.0,163.0,0.0,27825.0,0.0,2.0,2189.0,13.0,604310.0,47268.0,12784726.0,Africa,06-03-2023
Somalia,27324,0.0,1361.0,0.0,13182.0,0.0,12781.0,1622.0,81.0,400466.0,23778.0,16841795.0,Africa,06-03-2023
Congo,25375,0.0,386.0,0.0,24006.0,0.0,983.0,4377.0,67.0,347815.0,59991.0,5797805.0,Africa,06-03-2023
Solomon Islands,24575,0.0,153.0,0.0,,,,34077.0,212.0,0.0,0.0,721159.0,Australia/Oceania,06-03-2023
Micronesia,23948,0.0,61.0,0.0,,,,203832.0,519.0,54967.0,467848.0,117489.0,Australia/Oceania,06-03-2023
San Marino,23583,0.0,122.0,0.0,23276.0,0.0,185.0,691888.0,3579.0,157634.0,4624732.0,34085.0,Europe,06-03-2023
Timor-Leste,23418,0.0,138.0,0.0,23102.0,0.0,178.0,17101.0,101.0,278529.0,203391.0,1369429.0,Asia,06-03-2023
Burkina Faso,22056,0.0,396.0,0.0,21596.0,0.0,64.0,998.0,18.0,248995.0,11265.0,22102838.0,Africa,06-03-2023
Liechtenstein,21426,0.0,89.0,0.0,21300.0,0.0,37.0,558158.0,2318.0,112457.0,2929559.0,38387.0,Europe,06-03-2023
Gibraltar,20433,0.0,111.0,0.0,16579.0,0.0,3743.0,606249.0,3293.0,534283.0,15852213.0,33704.0,Europe,06-03-2023
Grenada,19680,0.0,238.0,0.0,19358.0,0.0,84.0,173430.0,2097.0,182981.0,1612523.0,113475.0,North America,06-03-2023
Bermuda,18814,0.0,160.0,0.0,18638.0,0.0,16.0,303750.0,2583.0,1027859.0,16594698.0,61939.0,North America,06-03-2023
Nicaragua,18491,0.0,225.0,0.0,4225.0,0.0,14041.0,2728.0,33.0,0.0,0.0,6779100.0,North America,06-03-2023
South Sudan,18368,0.0,138.0,0.0,18115.0,0.0,115.0,1581.0,12.0,410280.0,35313.0,11618511.0,Africa,06-03-2023
Tajikistan,17786,0.0,125.0,0.0,17264.0,0.0,397.0,1786.0,13.0,0.0,0.0,9957464.0,Asia,06-03-2023
Equatorial Guinea,17229,0.0,183.0,0.0,16907.0,0.0,139.0,11512.0,122.0,365697.0,244342.0,1496662.0,Africa,06-03-2023
Tonga,16807,0.0,13.0,0.0,15638.0,0.0,1156.0,155983.0,121.0,535009.0,4965327.0,107749.0,Australia/Oceania,06-03-2023
Samoa,16607,0.0,29.0,0.0,1605.0,0.0,14973.0,82116.0,143.0,187397.0,926612.0,202239.0,Australia/Oceania,06-03-2023
Monaco,16115,0.0,67.0,0.0,15992.0,0.0,56.0,405073.0,1684.0,78646.0,1976875.0,39783.0,Europe,06-03-2023
Dominica,15760,0.0,74.0,0.0,15673.0,0.0,13.0,217848.0,1023.0,229344.0,3170187.0,72344.0,North America,06-03-2023
